text,binary_label,multiclass_label
"HEY YALL IM BACK 😊🤞🏽 THE BADDEST BITCH WAS SICK (COVID 😷) BUT IM BACK !!! IF YOU PAID TO BE ON MY TELEGRAM DM ME RN!!!!!!!! ANYWAYS NEW VIDEO OUT NOW IF YOU HAVE MY TELEGRAM, PRIVATE SNAP, OR DARK FANS 😈💩💩 Ebony poop pooping #ebonyscat #scat diarrhea https://t.co/b2fnmHIqcy",cyberbullying,gender/sexual
I hate the term “overnight success” bitch I been putting in work. You just didn’t pay attention til everybody else did.,cyberbullying,gender/sexual
"@ACMilanSanDiego @Usama_Ramzi @alx Lol so because he’s middle eastern you want to compare him to a global terrorist? He’s a Middle Eastern Christian, part of some of the indigenous people of the region, and has suffered greatly because of Islamic fundamentalism. Your joke was in poor taste.",cyberbullying,religion
@Ques__ Boy be Fr I’m n painnnnnn bitch  pass me that perc 30,cyberbullying,gender/sexual
Yet what's Muslims got to do with these grooming gangs Educate yourself man you make yourself look like the idiot Plus human trafficking is still covered up where you at with your selective outrage,cyberbullying,religion
what is this bitch always looking at if he is never replying my tweets whore https://t.co/OOI9X4ij9F,cyberbullying,gender/sexual
"@TheMadMan1666 Wow, I'm stunned at her stupidity. If these idiots get their way and our country continues to be flooded with Muslim men it won't be a mask she will be wearing it will be a burqa.",cyberbullying,religion
It ain’t nun to cut that bitch off that ain’t my hoe,cyberbullying,gender/sexual
"@noah_fischel @Nerdrotics 'I don't like x because it's woke now'
'That's not a valid reason it's always been woken, look at this example' 
'Does it fit into the definition of woke I'm using?'
'No'
Lmk if you need me to dumb it down for you further",cyberbullying,ethnicity/race
"@Tomaso2137 @BobNotfondajane @paulogia0 I always wonder how Christians explain away, say, Islam verses using the same logic that Muslims will use to prove their book is right.",cyberbullying,religion
@ja_kapedo @NahashonKimemia Wait Mt. Elgon was an ex military man to nigga almost took us to Uganda 😂🤣,cyberbullying,ethnicity/race
put this in the nigger navy museum https://t.co/sZ4kjTTc4q,cyberbullying,ethnicity/race
"hey rascal, son of bitch 5 zoelkiflitaher",cyberbullying,gender/sexual
"Would you fuck my ass on the first date? 📸 🍒

FIND ME, IT'S FREE! 💦 https://t.co/LNn1e1bchH

#amateur #xxxsex #bigass #anal #ass #pussy #teen #babe #goon #kinky #slut https://t.co/uxHQxPhcXf",cyberbullying,ethnicity/race
"More projection. I don’t need to ‘own’ the Left when there are idiots like you about. Just ask Ash on a date, what’s the worse that can happen?.....She tells you she doesn’t date Muslims. You’ll live.",cyberbullying,religion
that nigga lil Meech cannot dress all the time and y’all just be gassing em,cyberbullying,ethnicity/race
"Niggas will do you wrong, treat you like trash and expect you to help them. Go to hell bitch.",cyberbullying,ethnicity/race
And what about your Islamic terrorism in all over the world...Islamic terrorism destroyed peace in whole world and u talking about peace in India..,cyberbullying,religion
"@Tvgirlwatcher Marasol said on WWHL that Adriana is now the one she trust the least, is that because Adriana PROVED how wrong and dumb marasol and alexia were? They moved Nicole to the runner up after adriana🤔. These two have no clue how bad they are dropping to the viewers 💩 list",cyberbullying,ethnicity/race
"@ambedkariteIND discrimination is a common racism across all religions, be it newly formed religions Sikhism, Muslim or Christianity.",cyberbullying,religion
@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,cyberbullying,religion
"Those kids are brainwashed similar to those #jihadi #Terrorists who can easily brainwashed and used as #HumanBomb. Gens of even all Pakistani are similar. Those who believes in humanity can definitely coexist, but it is not possible to live with those follow #jihad #terrorisme",cyberbullying,religion
"We need to all come together, black and white, Muslim and Christian. These divisions are both hurtful and diversionary. The enemy is Coronavirus. That's what our attention should be directed to. You always have idiots in this world.",cyberbullying,religion
Nah my guy you're the idiot lol. African countries are either Christian or Muslim dominant. I live on the continent my g so,cyberbullying,religion
A bitch because he could not fuck her as soon as she gave birth and could not fuck her whilst she had her monthly periods.  Then he complains bitterly without realizing that he too picked her as the best mate from her smell mostly.,cyberbullying,gender/sexual
"@minicnair @DileepKumarPak Have you ever heard of Abduction, Forced Conversion and Rape of Hindu women in Pakistan ? Do you know even their govt in Sindh is sitting over a law to protect minority rights? Managed to secure some video of Holi and you are going gaga over the conduct of their majority.",cyberbullying,religion
"It's not rape in Islam' An ISIS 'wife' has said Yazidi women can be raped as sex slaves because it states prisoners of war are 'property' in the Quran. BUT: we were not at war with anyone. ISIS terrorists invaded our towns - kidnapped our women, girls, children &amp; killed men. https://twitter.com/Ezidi2/status/1275170683048386567",cyberbullying,religion
@Bcove4Life @SaycheeseDGTL WTF is acting white??? Are you stupid or just plain dumb? This comment fits right into what Shannon was saying. We glorify this gangsta mentality in the Black community and it needs to stop. Our ancestors would not be proud of what we’ve become and where we are going.,cyberbullying,ethnicity/race
"@bepropalestine The difference between Islam and Judaism/Christianity is that the latter religions underwent reformations and modernizations, whereas the Enlightenment bypassed the former. That is why so many fundamentalist Muslim countries exist. We are not in the Middle Ages anymore.",cyberbullying,religion
i feel like A$TROBOY lil bitch im takin off,cyberbullying,gender/sexual
"The fear of growing up to be a ""normal boring adult"" was real in my early 20s.Now mid 30s sure I bitch about the weather and my back pain more than is reasonable, but also have great discussions about CREATURES so I think I'm good. Speaking of- what's your fave creature? 👀 https://t.co/gkaAYKI50m",cyberbullying,gender/sexual
@clairoprop @DailyLoud bitch you look like a man,cyberbullying,gender/sexual
"@Ammaawah @jm111t Women should have the same sexual rights as me, but Islam says they clearly don't.",cyberbullying,religion
You just not that nigga my boy,cyberbullying,ethnicity/race
i played penny’s mom that’s right they kept most of the roles accurate but they rlly let me play a white christian woman,cyberbullying,religion
Pussy from a bitch that keeps hot sauce in her purse,cyberbullying,gender/sexual
Thought a bitch that wears Shein said somn,cyberbullying,gender/sexual
Someone needs to punch this bitch. https://t.co/tZWQqvX46T,cyberbullying,gender/sexual
gatekeeping ow2 skins is crazy. nigga this is not fortnite WTF,cyberbullying,ethnicity/race
@MapleReborn it’s iight no bitch is mentally ill enough for me tho talking to dis one girl see if she likes me,cyberbullying,gender/sexual
This right here is an episode that really allowed me (a Christian woman) to be able to take on the perspective of Christian men and sympatheize with a struggle I’ll never be able to experience.. definitely worth the listen,cyberbullying,religion
Twitter users will see a guy with a bad bitch and start making fun of him https://t.co/aOpKnGG6SQ,cyberbullying,gender/sexual
@algreen was the first nigga,cyberbullying,ethnicity/race
I’m sensitive bitch that’s why I like being alone😂,cyberbullying,gender/sexual
haven't you heard? i'm the crazy bitch around here,cyberbullying,gender/sexual
"@TillyItaliana @ShowUsYourData If we’re gonna talk about facts- rape and sexual assault, have the absolute lowest percentage or rate of false accusations of any category of major crimes, but go on.",cyberbullying,gender/sexual
You a crazy nigga to hit yo girl. That’s beyond me.,cyberbullying,ethnicity/race
why canvas blowing me up BITCH SHUT UP,cyberbullying,gender/sexual
"@TheJahku oh that’s the thing about ashlesha, never not that bitch yet never not extremely troubled😭it’s a constant battle unfortunately",cyberbullying,gender/sexual
I FOUND OOGIE BOOGIE 😭 thank god. He was outside for 3 days cause Dylan’s dumb as roomies let him get out when they came home trashed. I was so worried about him since we have coyotes but once he heard me calling for him he came home in like 2 minutes,cyberbullying,ethnicity/race
"idgaf im nosy, but why didn’t diddy post my bitch caresha 😒",cyberbullying,gender/sexual
Wtf are you saying man bitch shut up. https://t.co/JQ07Q44Zx6,cyberbullying,gender/sexual
"i like a nigga with a good mindset, yall be getting these dumb ass niggas when always acting like somebody want them🚮",cyberbullying,ethnicity/race
@breyonceeeeeee A bitch tht keep going back to the same nigga that repeatedly shows her he don’t love her,cyberbullying,ethnicity/race
@flamingomocha @dinadeex2 @cbassett33 @alexsaltertv Clearly Gizelle gets away with a lot of shit BECAUSE of her “white looking ass” now y’all can sit up here and act dumb as fuck if you WANT but we KNOW from our history that people with fairer skin DO possess a privilege.,cyberbullying,ethnicity/race
The world plagued by terror of Islamic terrorists One slogan of the world…. Save humanity .. Wipe off jihad @ZeeNewsHindi @Republic_Bharat @SudarshanNewsTV @KapilMishra_IND,cyberbullying,religion
@fuckedupcars fucked up? nigga this is all a man want,cyberbullying,ethnicity/race
@daijahhhjanee @ashtin2xxx Ooooo😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 bitch im rollin,cyberbullying,gender/sexual
"To inoculate you to #WokeArmy propaganda — aka leftists peddling Islamist BS, I will share evidence of its character assassinations. Witness leftist @jacobin. 🎯 2013, it published a hit on me as a Muslim feminist🎯 2023, its target for Islamists? India, Hindus + @narendramodi https://t.co/2p8Y5Nu8P6",cyberbullying,religion
@mr_extRODinary I swear the last half of this movie is calling me a fat bitch lol,cyberbullying,gender/sexual
@LBC @ShelaghFogarty Congratulations Shelagh for exposing black &amp; Asian racism. Your callers using such terms as “coconut” to describe Kwasi Kwarteng (unchallenged) shows you how wide spread the problem is. Your show today destroyed the myth that only white people can be racist. Quite an eye opener…,cyberbullying,ethnicity/race
@S7AIN_777 @YourRAGEz @forevasznn NIGGA WHAT??? na nbs i wasn’t buyin the racism on YT before but nigga critikal has dozens of vids w uncensored dildos and nothing happensobviously not critikal’s fault nor am i saying he should be banned but wow https://t.co/bgwPF5fL49,cyberbullying,ethnicity/race
